OBJECTID_12,OBJECTID,PIN15,PermitNum,ISSUE_DATE,COMMENTS,DESCRIPTIO,PID,BLDB_ACTIV,TOTAL_ROOM,BLD_Cost,ESTIMATED_,ESTIMATE_1,SQFT_LAND,SQFT_FLOOR,BLD_Type,Occupancy,TYPE,PmtStatus,BLDB_ACT_1,Name
467,16259,0820-05-07-4853,23104580,10/2/2023 0:00,"Permit docs sent via email 10-6-23 CRW
As of 9/28/23, there are no conflicting permits, stop work orders or other pertinent conditions on either the parcel or application in the LDO. The North Carolina contracting license number listed by the applicant,",SMPR: Foundation repair,122013,RP,0,24500,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Repair,S18
468,16260,0820-05-07-7931,21104946,10/15/2021 0:00,Emailed comments to dan@robinsonreno.com. AF 10-6-2021/ **PERMIT ISSUED VIA EMAIL 10.18.21 DB**,SMPR - Kitchen Remodel,122016,I_ALT,0,28000,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Interior Alterations,S18
469,16267,0820-05-07-9796,913016,12/28/2009 0:00,"No response or activity, permit expired and voided 1/12/13",RESIDENTIAL ADDITION; easement on lot.,122031,ADD,0,18000,1200,1800,22416,414,Single Family House,Single Family,RESI,Void,Addition,S18
470,16270,0820-05-07-2517,20102223,5/21/2020 0:00,//AF 5-20-20 GC license is valid limited building./(Emailed issued permit docs 5/28/2020. rlc),"SMPRFire repair alteration, washroom, attic, kitchen, porch",122045,ALT,0,124174,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Alterations,S18
471,16271,0820-05-07-3529,1413506,11/7/2014 0:00,"asdfg As of the initial review date,  7 November, 2014, there are no conditions or stop work orders in the LDO.  John Read.",INSTALLING FOUNDATION PIERS TO CORRECT SETTLEMENT,122046,RP,0,17000,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Repair,S18
472,16272,0820-07-46-1089,22103450,8/23/2022 0:00,"Permit docs sent via email 8-24-22 CRW  
11053 is Active Architect, 
EMAIL ON APPL. IS LEE@TRINITYDESIGNBUILD.COM
no conflicting permits, comments sent to lee@trinitydesignbuild.com - 7/21/2022 LAC
",SMPR- renovation and second floor addition,122047,ADD,0,390000,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Addition,S18
473,16274,0810-12-97-8550,1411471,5/23/2014 0:00,The owner listed on the application is Tony Matthews.,8 x 8 DECK,122054,R_DECK,0,2000,0,0,0,64,Single Family House,Single Family,RESI,CO Issued,Residential - Decks,S18
474,16461,0810-18-22-9395,23100562,2/22/2023 0:00,"Permit docs sent via email 2-23-23 CRW  
As of 20 February, 2023, there are no conflicting permits, stop work orders or other pertinent conditions on either the parcel or application in the LDO. The North Carolina contracting license number listed by th",SMPRInterior Renovation,122604,ALT,0,126500,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Alterations,U16
475,16470,0810-18-21-9966,16101913,5/23/2016 0:00,"1+ year no activity WCB
As of the initial review date, 20 May, 2016, there no current conditions or stop work orders for either this application or parcel on the LDO. John Read.
",install helical tiebacks w6ft steel channel,122616,RP,0,5350,0,0,0,0,Single Family House,Single Family,RESI,Void,Repair,U16
476,16471,0810-18-21-9966,21101898,4/23/2021 0:00,"permit issued via email 4-23-21 CRW
Review Fees emailed 4/15/21 /38035 is valid GC 4/20/21 LA","SMPR   Addition of primary bedroom suite and luandry room; remodel of kitchn, dining and Family rooms  No MAIS",122616,ADD,0,230000,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Addition,U16
477,16482,0810-14-43-5193,1011348,5/19/2010 0:00, ,REMODEL 2ND FLOOR BATH-REPLACE FIXTURES & FINISHES,122629,ALT,0,4500,800,400,0,0,Single Family House,Single Family,RESI,CO Issued,Alterations,U16
478,16483,0810-14-43-5193,21104249,9/3/2021 0:00,"GC state license 74938 is valid
Permit issued via box.com 9/3/21. BH",SMPR- REMOVE EXISTING SCREEN PORCH & CONST NEW SCREEN PORCH withATTACHED OPEN DECK,122629,ADD,0,84896,13820,0,0,264,Single Family House,Single Family,RESI,CO Issued,Addition,U16
479,16484,0810-14-43-5193,19105447,1/8/2020 0:00,"Picked up permit-MN-01/09/2020
Uploaded 12/17/19 no flood plain on GIS",EXREV: Foundation repair using the installation of helical piers to stabalize foundation per structural engineer design.,122629,RP,0,2850,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Repair,U16
480,16485,0810-14-43-5093,17103918,10/4/2017 0:00," As of the initial review date, 4 October, 2017, there are no current conditions or stop work orders for either this application or parcel on the LDO. John Read. 
","8 HP, MORTARED PIERS",122630,RP,0,10550,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Repair,U16
481,16486,0810-14-43-5093,18101582,5/1/2018 0:00,e-mailed comments to: petree@riverbankcustomhomes.com CW 4/17/18  (receipt given to DC for refund processing 8.13.18)DB,Interior Renovation; no impervious limits; no stream buffers visible on i-maps,122630,ADD,1,216776,9825,9150,0,435,Single Family House,Single Family,RESI,Void,Addition,U16
482,16487,0810-14-43-5093,18104133,9/24/2018 0:00, ,"EXREV Renovation, addition; no impervious limits, no stream buffers visible on go-maps; NO change in scope - previous permit# 18101582",122630,ADD,1,378400,10000,4600,0,435,Single Family House,Single Family,RESI,CO Issued,Addition,U16
483,16508,0810-14-33-8099,16104167,11/2/2016 0:00,"As of the initial review date, 26 October, 2016, there are no current conditions or stop work orders for either this application or parcel on the LDO. John Read. Owner on application:  Westminster Presbyterian Church (mailed 11/2/16)",residential demolition,122659,DEM,0,1000,0,0,0,1218,Single Family House,Single Family,RESI,Void,Demolition,U16
484,16658,0810-15-53-5981,1313055,,"Application voided 6/6/14 due to failure to respond to all review comments
This work was started without a permit.",A FRAME ROOF AND 10X11 DECK ADD ON-no impervious,122952,ADD,0,1200,0,0,0,0,Single Family House,Single Family,RESI,Void,Addition,U17
485,16679,0810-54-86-7681,16104796,1/2/2017 0:00,"1+ year no activity
Owner/Contractor: Matt LeBlanc 508-736-6807","Interior renovations. Rewire house, new kitchen, level floors.",123004,I_ALT,0,8000,5000,0,0,0,Single Family House, , ,Void,Interior Alterations,U17
486,16680,0810-15-54-6740,21104884,11/5/2021 0:00,"Permit issued via email 11-5-21 CRW 
Uploaded 9/30/21. BH /81330 is valid NC GC 10/04/2021 /026931 is current Eng 11/04/2021 LA",SMPR: Intall 8 new steel piers to add support to floor system,123006,RP,0,6400,0,0,0,0,Single Family House,Single Family,RESI,Issued,Repair,U17
487,16681,0810-15-54-6740,23101065,3/15/2023 0:00,"Permit docs sent via email 3-15-23 CRW  
 21104884 is NOT conflicting but is Foundation work, 040348 is current Eng - LAC 3/14/2023",SMPRFoundation Repair,123006,RP,0,8225,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Repair,U17
488,16682,0810-15-54-6532,22105752,,"As of 22 December 2022, there are no conflicting permits, stop work orders or other pertinent conditions on either the parcel or application in the LDO. My comments were sent at 12:48 on 12/22/22. John K. Read, Jr.
Applicant contact on appl: ramirezdurh",SMPRAddition to current residence No MAIS,123009,ADD,0,80000,0,0,0,450,Single Family House,Single Family,RESI,Void,Addition,U17
489,16683,0810-54-61-4912,17101736,5/23/2017 0:00,"Owner/Contractor: Nathan Tilley 336-420-3111
emailed comments to: nate.tilley@gmail.com CW 5/23/17",removal of walls to open kitchen and removal of section of hall wall,123016,I_ALT,0,1000,0,0,0,0,Single Family House,Single Family,RESI,Issued,Interior Alterations,U17
490,16684,0810-54-61-4912,17101737,5/25/2017 0:00,"Owner/Contractor: Nathan Tilley 336-420-3111
emailed comments to: nate.tilley@gmail.com CW 5/23/17",Remodel,123016,I_ALT,0,6080,1320,400,0,0,Single Family House,Single Family,RESI,Issued,Interior Alterations,U17
491,16685,0810-54-61-4912,19101686,5/2/2019 0:00,Health Dept CO Sign off removed by P. Eaton 5/1/19  (BP PICKED UP 5.6.19),EXREV   deck to screened in porch NO MAIS LIMITS,123016,ADD,0,12000,0,0,0,288,Single Family House,Single Family,RESI,CO Issued,Addition,U17
492,16804,0810-08-97-4712,1213062,11/2/2012 0:00,No conditions noted on the Building Inspections viewer portion of the LDO. John Read. - Changed address from 2903 University - 10/31/12.,"SFD; Street trees required as per UDO requirements. No impervious limits, see e-mail, attached.",123273,NEW,6,113500,7000,9500,20009.77,1506,Single Family House,Single Family,RESI,CO Issued,New,S18
493,16805,0810-08-97-3649,1213410,11/15/2012 0:00,OWNERftS # IS 919-244-0140,12 x 16 STORAGE BUILDING; no impervious surface restrictions. Note: storage building may not be closer than 5ft to rear and/or side property line in rear yard. Pay strict attention to notes on drawings added in red. Ownerfts phone # 919-244-0140.,123274,OT,0,2530,0,0,0,192,Accessory Structure,Single Family,RESI,CO Issued,Other,S18
494,16806,0810-08-97-2636,1510058,1/22/2015 0:00,"As of the initial review date,  21 January, 2015, there are no conditions or stop work orders in the LDO.  John Read.
The owner listed on the application is Shea Brown.",DECK STAIRS,123276,R_DECK,0,2500,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Residential - Decks,S18
495,16845,0810-12-96-6754,21102101,5/3/2021 0:00,"permit issued via email 5-4-21 CRW
As of 3 May, 2021, there are no conflicting permits, conditions or stop work orders on either the parcel or application in the LDO. Building permit application is pending and is for the same project by a different appl",SMPR: Foundation repair,123337,RP,0,4900,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Repair,T18
496,16846,0810-12-96-6251,1010887,4/12/2010 0:00,Ownerfts phone number 919-493-4778 (alternate 919-622-1386),BUILD/ASSEMBLE 10 X 14 METAL BLDG (AARON MODEL 92737 AT LOWES) ON CONCRETE SLAB - No impervious limits. Ownerfts phone #: 919-622-1386,123344,OT,0,2000,0,0,15028,140,Accessory Structure,Single Family,RESI,CO Issued,Other,T18
497,16847,0810-12-96-8122,17104252,10/27/2017 0:00," As of the initial review date, 27 October, 2017, there are no current conditions or stop work orders for either this application or parcel on the LDO. John Read. Dawn Wilkinson pd. ck # 6150 $75.00. 8/18/17.  (demo permit mailed 11/3/17)",commercial demolition,123347,DEM,0,1000,0,0,0,2000,Non-Residential,Business,NON_RESI,Void,Demolition,T18
498,16851,0810-12-96-3519,20105805,1/7/2021 0:00,"permit issuance notfication never received.  permit issued via email upon search for inlostin permits.  2-10-21 CRW
payment notification sent 12/29/20 ac GC state license 83290 is valid no floodplain on GIS",SMPR: Addition  No MAIS,123357,ADD,0,39543,6437,0,0,252,Single Family House,Single Family,RESI,CO Issued,Addition,T18
499,16852,0810-12-96-4251,1011389,5/20/2010 0:00, ,14x12 SCREEN PORCH;  No impervious limits.,123365,ADD,0,10000,500,0,14985,168,Single Family House,Single Family,RESI,CO Issued,Addition,T18
500,16853,0810-12-96-4353,17105046,,"Voided 7-09-18 6+ Mos no activity WCB
e-mailed comments to: JOE121705@GMAIL.COM CW 12/15/17",ExRev Front Door Roof & Stairway Opening,123367,ALT,0,0,0,0,0,0,Single Family House, , ,Void,Alterations,T18
501,16854,0810-12-96-4767,1012835,10/21/2010 0:00,Ownerfts phone # 919-732-6160 (alt. 619-4340),REPLACE DECK; Ownerfts phone # 919-732-6160 (alt. 619-4340),123372,R_DECK,0,1500,0,0,0,192,Single Family House,Single Family,RESI,CO Issued,Residential - Decks,T18
502,16855,0810-12-96-4767,1112797,11/7/2011 0:00, ,PERGOLA OVER EXISTING DECK- no impervious limits.,123372,ADD,0,9500,0,0,11979,192,Single Family House,Single Family,RESI,Void,Addition,T18
503,16859,0810-12-96-0499,1010165,1/29/2010 0:00,"Note; not habitable area, does not increase level of nonconformity (side street setback); allowed by UDO. - Don Moore",DECK withSCREENED PORCH,123379,ADD,0,12500,0,0,0,224,Single Family House,Single Family,RESI,CO Issued,Addition,T18
504,16860,0810-12-96-1605,16100979,3/31/2016 0:00,"As of the initial review date,  30 March, 2016,
 there  no current conditions or stop work orders for either this application or parcel on the LDO. John Read.
Owner on application is Meredith Melragon.","Remodel 2 bathrooms, remodel kitchen, new HVAC.",123380,I_ALT,0,27300,2200,0,0,0,Single Family House,Single Family,RESI,CO Issued,Interior Alterations,T18
505,16861,0810-12-86-8667,17102119,6/13/2017 0:00,"As of the initial review date, 9 June, 2017, there are no current conditions or stop work orders for either this application or parcel on the LDO. John Read. OWNER NAME ON APPL. IS ALBERT JENSEN voided per attached email",INSTALL HELICAL PIERS TO STABILIZE FOUNDATION,123382,RP,0,4000,0,0,0,0,Single Family House,Single Family,RESI,Void,Repair,T18
506,16932,0820-09-05-0998,20103770,9/2/2020 0:00,"(Permit issued via email. 9/3/2020. rlc) As of 1 September, 2020, there are no conflicting permits,  conditions or stop work orders on either the parcel or application in the LDO. The license of the applicant is valid and the appropriate type and limitat",Photovoltaic array on garage. SMPR: Solar,123515,ALT,0,15200,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Alterations,T18
507,16933,0820-09-05-0990,17102449,7/3/2017 0:00,#NAME?,Kitchen/Laundry Renovation,123516,I_ALT,0,18000,8000,6000,0,0,Single Family House,Single Family,RESI,CO Issued,Interior Alterations,T18
508,16940,0820-05-07-8421,19100451,3/14/2019 0:00," As of the final review date, 14 March, 2019, there are no current conditions or stop work orders for either this application or parcel on the LDO. John Read. 19100451e-mailed comments to: outburstsolutions@gmail.com CW 2/5/19  (BP PICKED UP 4.1.19)",ExRev Garage Conversion to Bedroom,123526,ALT,1,10000,2000,1500,0,180,Single Family House,Single Family,RESI,CO Issued,Alterations,T18
509,18108,0813-16-93-2737,16103291,10/3/2016 0:00,"$100.00 balance.   There is a stop work order on this parcel. The permit fees have been duly doubled, J. Read.
mailed in payment of $100.00. check number 6787. (BP Picked up 10.7.16 CD)",Front deck arbor 6ft x 18ft four footings.,125737,R_DECK,0,6500,0,0,0,108,Single Family House,Single Family,RESI,Void,Residential - Decks,K18
510,18109,0813-16-93-2627,17105211,1/2/2018 0:00,"As of the initial review date, 2 January, 2018,  there are no current conditions or stop work orders for either this application or parcel on the LDO. John Read. 
",Private Residence repair floor system,125738,RP,0,4100,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Repair,K18
511,18110,0813-16-92-1892,1511035,4/13/2015 0:00,Owner contact - 919-638-1040 normanf3@msn.com   see attached floor plans,FRONT PORCH ADDITION AND LAUNDRY ROOM ADDITION ON RIGHT- no impervious,125748,ADD,0,8000,1200,0,0,210,Single Family House,Single Family,RESI,CO Issued,Addition,K18
512,18111,0813-16-92-1892,1511390,5/11/2015 0:00,"As of the initial review date,  5 May, 2015, there are no unsatisfied  conditions or stop work orders in the LDO.  John Read.
Owner contact - 919-638-1040 normanf3@msn.com",REPLACE WINDOWS Related permit is 1511035. Check both at every inspection.,125748,ALT,0,1300,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Alterations,K18
513,18112,0813-16-92-1892,21101301,,Review Fees emailed 3/15/21,SMPR   carport no MAIS lot recorded 1939,125748,OT,0,1500,0,0,0,180,Accessory Structure,Single Family,RESI,Void,Other,K18
514,18126,0813-94-20-2198,20103727,9/11/2020 0:00,"Uploaded 8/25/20
GC license is valid. AF 9-9-2020     lock box 2019

Sent by BOX MPC 9/11/20",SMPR - Remodel 1st floor. Finish Attic(Roof rebuild). Adding a full second floor with new bathroom and bedroom.,125777,ADD,0,125000,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Addition,K18
515,18127,0813-16-94-4734,812038,7/11/2008 0:00,Plans consist of application and asbestos form,Demolish single family house,125786,DEM,0,1000,0,0,0,1200,Single Family House,Single Family,RESI,CO Issued,Demolition,K18
516,18128,0813-16-94-4734,813629,12/31/2008 0:00,Credit for previous structure - 0812038 - Roy,SFD - No Impervious limits; street trees.,125786,NEW,4,127000,6000,5500,13650,1650,Single Family House,Single Family,RESI,CO Issued,New,K18
517,18129,0813-16-94-4734,1110552,3/10/2011 0:00, ,8 x 12 STORAGE SHED - no impervious limits.,125786,OT,0,2207,0,0,13634,96,Accessory Structure,Single Family,RESI,CO Issued,Other,K18
518,18130,0813-16-94-4734,21102087,5/18/2021 0:00,"Permit Issued via Email. 5/19/21. Uploaded 4/26/21 Payment notification sent 4/26/21. BH no floodplain on GIS
e-mailed comments to: julietahorner@hotmail.com CW 4/30/21","SMPR: Propose front porch. Move wall 5 feet along with door and window. Enclose the carport with a door, window and add mini-split AC.Add a big living room with windows and doors. Add front back porch.  No MAIS",125786,ADD,2,124054,23470,20117,0,2006,Single Family House,Single Family,RESI,CO Issued,Addition,K18
