OBJECTID,TARGET_FID,id,permit_,permit_typ,review_typ,date_appli,time_appli,date_issue,time_issue,processing,street_num,street_dir,street_nam,suffix,work_descr,building_f,zoning_fee,other_fee_,subtotal_p,building_2,zoning_f_2,other_fe_2,subtotal_u,building_3,zoning_f_3,other_fe_3,subtotal_w,total_fee,community_,census_tra,ward,xcoordinat,ycoordinat,latitude,longitude,Name
370,119895,1666981,100104937,PERMIT - PORCH CONSTRUCTION,STANDARD PLAN REVIEW,3/31/2006 0:00,00:00.0,3/31/2006 0:00,00:00.0,0,1338,W,HURON,ST,REPLACE 3 STORY WOOD FRAME PORCH SAME SIZE AND LOCATION PER ARCH. PLANS.,85,75,0,160,0,0,0,0,0,0,0,0,160,0,0,0,1167262.1,1904846.949,41.89445701,-87.66114253,292
371,120163,1667785,100105374,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,4/3/2006 0:00,00:00.0,4/3/2006 0:00,00:00.0,0,2229,W,TAYLOR,ST,REPLACE EXISTING OPEN WOOD PORCH PER PLANS,95,75,0,170,0,0,0,0,0,0,0,0,170,0,0,0,1161549.687,1895496.992,41.8689208,-87.68238296,260/275
372,120383,1678370,100111794,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,5/9/2006 0:00,00:00.0,5/9/2006 0:00,00:00.0,0,1219,S,ASHLAND,AVE,PROVIDE POWER TO WALK-IN COOLER,50,0,0,50,0,0,0,0,0,0,0,0,50,0,0,0,1165955.989,1894581.591,41.86631603,-87.66623252,55
373,120841,1669389,100106376,PERMIT - PORCH CONSTRUCTION,STANDARD PLAN REVIEW,4/7/2006 0:00,00:00.0,4/10/2006 0:00,00:00.0,3,4908,W,QUINCY,ST,REBUILD TWO PORCH AS PER PLANS,290,75,0,365,0,0,0,0,0,0,0,0,365,0,0,0,1143713.431,1898592.578,41.87776796,-87.74778722,57
374,120845,1669396,100106381,PERMIT - PORCH CONSTRUCTION,STANDARD PLAN REVIEW,4/7/2006 0:00,00:00.0,4/10/2006 0:00,00:00.0,3,4914,W,QUINCY,ST,REBUILD OPEN WOOD PORCH AS PER PLANS,210,75,0,285,0,0,0,0,0,0,0,0,285,0,0,0,1143654.864,1898591.165,41.87776518,-87.7480023,57
375,121357,1670591,100107163,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,4/12/2006 0:00,00:00.0,7/28/2009 0:00,00:00.0,1203,3320,W,POLK,ST,"TWO METER, ADD ONE PUBLIC.",40,0,0,40,0,0,0,0,0,0,0,0,40,27,2716,24,1154256.521,1896212.643,41.87103326,-87.70913893,244
376,121388,1670659,100107195,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,4/12/2006 0:00,00:00.0,4/12/2006 0:00,00:00.0,0,3320,W,POLK,ST,100A SERVICE.(2)UNIT BLDG.,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,1154256.521,1896212.643,41.87103326,-87.70913893,244
377,122264,1672702,100108466,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,5/24/2006 0:00,00:00.0,5/24/2006 0:00,00:00.0,0,1755,W,NORTH,AVE,LOW VOLTAGE BURGLAR ALARM #8624,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,1164181.497,1910652.893,41.91045461,-87.67229233,324
378,122272,1672734,100108478,PERMIT - PORCH CONSTRUCTION,STANDARD PLAN REVIEW,4/19/2006 0:00,00:00.0,4/19/2006 0:00,00:00.0,0,2233,W,TAYLOR,ST,REPLACE THREE (3) STORY WOOD FRAME PORCH AT REAR OF EXISTING BLDG. PER ARCH PLANS.,140,50,0,190,0,0,0,0,0,0,0,0,190,0,0,0,1161498.721,1895495.623,41.8689181,-87.68257011,260/275
379,122712,1673807,100109112,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,4/24/2006 0:00,00:00.0,4/24/2006 0:00,00:00.0,0,1900,W,NORTH,AVE,Create opening in existing masonry wall and install new rolling fire door.,85,75,0,160,0,0,0,0,0,0,0,0,160,0,0,0,1163421.453,1910711.982,41.91063279,-87.67508276,324
380,122936,1674348,100109420,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,4/25/2006 0:00,00:00.0,5/1/2006 0:00,00:00.0,6,812,S,LEAVITT,ST,installation of a low voltage burglar alarm.,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,1161809.628,1896275.556,41.87105184,-87.68140695,260/275
381,124130,1677112,100111061,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,5/4/2006 0:00,00:00.0,5/4/2006 0:00,00:00.0,0,1621,N,HONORE,ST,CHANGE OF ELECTRICAL,50,0,0,50,0,0,0,0,0,0,0,0,50,0,0,0,1163803.129,1910921.642,41.91120007,-87.67367471,324
382,124288,1677556,100111288,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,5/5/2006 0:00,00:00.0,6/1/2006 0:00,00:00.0,27,4831,W,QUINCY,ST,installation of a low voltage burglar alarm,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,1144092.17,1898521.995,41.87756717,-87.74639834,57
383,124577,1678089,100111653,PERMIT - ELECTRIC WIRING,ELECTRICAL PLAN REVIEW,5/8/2006 0:00,00:00.0,5/8/2006 0:00,00:00.0,0,1621,N,HONORE,ST,CHANGE ELECT.CONTR.ONLY.BLDG.PERMIT# 100090550,50,0,0,50,0,0,0,0,0,0,0,0,50,0,0,0,1163803.129,1910921.642,41.91120007,-87.67367471,324
384,124589,1678125,100111673,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,5/25/2006 0:00,00:00.0,11/6/2006 0:00,00:00.0,165,1611,N,WOLCOTT,AVE,New 4-story masonry Multi-use building with attached 1-story masonry 4-car garage as per plans. 1 commercial unit and 1 residential unit.,3512.4,150,1253,4915.4,0,0,0,0,0,0,0,0,4915.4,0,0,0,1163474.347,1910809.659,41.91089971,-87.6748857,324
385,124590,1678126,100111674,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,5/25/2006 0:00,00:00.0,11/6/2006 0:00,00:00.0,165,1613,N,WOLCOTT,AVE,New 4-story masonry multi-use building with attached 1-story 4-car masonry garage as per plans. 1 residential unit and 1 commercial unit.,3661.05,150,1253,5064.05,0,0,0,0,0,0,0,0,5064.05,0,0,0,1163473.817,1910830.261,41.91095625,-87.67488706,324
386,124651,1678287,100111743,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5/11/2006 0:00,00:00.0,5/11/2006 0:00,00:00.0,0,1755,N,CENTRAL,AVE,"REPAIRREPLACE 58 UL GYP BD. SAME AS EXISTING IN HALLWAY. REMOVE / REPLACE SIX WALL OUTLETS, FOUR CEILING LIGHTS. ALL WORK SAME AS EXISTING.",125,50,0,175,0,0,0,0,0,0,0,0,175,0,0,0,1138808.055,1911344.598,41.9128515,-87.76548889,16
387,124702,1678399,100111805,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5/9/2006 0:00,00:00.0,5/9/2006 0:00,00:00.0,0,1219,S,ASHLAND,AVE,REPLACE 3 PLUMBING FIXTURES ALL WORK IN SAME LOCATION.,55,0,0,55,0,0,0,0,0,0,0,0,55,0,0,0,1165955.989,1894581.591,41.86631603,-87.66623252,55
388,125083,1679328,100112295,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,5/11/2006 0:00,00:00.0,5/11/2006 0:00,00:00.0,0,1825,W,WABANSIA,AVE,INSTALL TEMP SERVICE FOR CONTRUCTION ONLY.......,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,1163793.871,1911306.492,41.91225631,-87.67369785,324
389,125300,1679900,100112627,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,5/16/2006 0:00,00:00.0,5/16/2006 0:00,00:00.0,0,3342,W,POLK,ST,Replace existing rear 3 story open wood porch as is per drawings,110,75,185,370,0,0,0,0,0,0,0,0,370,0,0,0,1154030.21,1896206.87,41.87102193,-87.70996996,244
390,125609,1680618,100113034,PERMIT - PORCH CONSTRUCTION,STANDARD PLAN REVIEW,5/16/2006 0:00,00:00.0,5/18/2006 0:00,00:00.0,2,1749,N,LINDER,AVE,REPLACE EXISTING TWO STORY WOOD FRAME PORCH SAME SIZE AND LOCATION TO CORRECT VIOLATIONS PER ARCH. PLANS.,85,50,0,135,0,0,0,0,0,0,0,0,135,0,0,0,1139494.012,1911290.455,41.91269044,-87.76297014,16
391,126121,1681758,100113746,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,5/19/2006 0:00,00:00.0,5/19/2006 0:00,00:00.0,0,761,W,15TH,ST,INSTALL ONE PRIVATE RESIDENCE ELEVATOR AS PER PLANS (SINGLE FAMILY USE ONLY),270,0,0,270,0,0,0,0,0,0,0,0,270,0,0,0,1171348.56,1892820.259,41.8613661,-87.64648776,153
392,126165,1681855,100113800,PERMIT - WRECKING/DEMOLITION,DEMOLITION PERMIT,5/19/2006 0:00,00:00.0,5/30/2006 0:00,00:00.0,11,1611,N,WOLCOTT,AVE,DEMOLITION TO THREE STORY BRICK BUILDING,1076,0,0,1076,0,0,0,0,0,0,0,0,1076,0,0,0,1163474.347,1910809.659,41.91089971,-87.6748857,324
393,126647,1682934,100114432,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,6/16/2006 0:00,00:00.0,6/16/2006 0:00,00:00.0,0,838,S,OAKLEY,BLVD,Replace existing rear 2 story open rear porch as is per drawings,91,50,0,141,0,0,0,0,0,0,0,0,141,0,0,0,1161150.289,1895990.531,41.87028342,-87.68383554,260/275
394,126913,1683518,100114784,PERMIT - WRECKING/DEMOLITION,DEMOLITION PERMIT,5/25/2006 0:00,00:00.0,4/9/2007 0:00,00:00.0,319,512,S,CLAREMONT,AVE,"WRECK AND REMOVE A ONE STORY FRAME BUILDING, GARAGE ONLY.",110,0,0,110,0,0,0,0,0,0,0,0,110,0,0,0,1160775.699,1897537.635,41.87453658,-87.68516789,128
395,127394,1684678,100115533,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5/30/2006 0:00,00:00.0,5/30/2006 0:00,00:00.0,0,911,S,BELL,AVE,TO ADD LAYER OF BRICKS TO FRONT FACADE OF S.F.R. ALL WORK SAME AS EXISTING.,99.9,50,0,149.9,0,0,0,0,0,0,0,0,149.9,0,0,0,1161566.221,1895885.782,41.86998733,-87.68231144,260/275
396,127398,1684687,100115537,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5/30/2006 0:00,00:00.0,5/30/2006 0:00,00:00.0,0,3305,W,FLOURNOY,ST,ERECT FRAME GARAGE 18 X 22 X 15 WITH 2 SQ. FT. OF ROOF TOP AIR VENT,263.6,50,0,313.6,0,0,0,0,0,0,0,0,313.6,0,0,0,1154401.974,1896799.813,41.87264161,-87.70858923,244
397,127638,1685235,100115916,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,6/1/2006 0:00,00:00.0,6/1/2006 0:00,00:00.0,0,1706,N,LUNA,AVE,INSTALL ONE VERTICAL WHEELCHAIR LIFT,135,0,0,135,0,0,0,0,0,0,0,0,135,0,0,0,1139097.225,1910846.291,41.91147883,-87.76443868,16
398,127959,1685857,100116323,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,6/2/2006 0:00,00:00.0,6/15/2006 0:00,00:00.0,13,740,N,SAWYER,AVE,"REPLACE EIGHT PLUMBING FIXTURES, SAME AS EXISTING, SAME LOCATION,  UPGRADE ELECTRICAL SERVICE TO 200AMP ONE METER, ONE 30CKT BREAKER PANEL,",380,50,0,430,0,0,0,0,0,0,0,0,430,0,0,0,1154528.767,1904925.466,41.89493669,-87.70790629,281
399,128204,1686572,100116761,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,6/5/2006 0:00,00:00.0,6/7/2006 0:00,00:00.0,2,910,S,OAKLEY,BLVD,REMOVE / REPLACE EXISTING ROOF COVERING AND SHEATING AS NECESSARY.,85,50,0,135,0,0,0,0,0,0,0,0,135,0,0,0,1161154.268,1895847.95,41.86989208,-87.6838249,260/275
400,128408,1687134,100117086,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,6/7/2006 0:00,00:00.0,6/7/2006 0:00,00:00.0,0,5700,W,ERIE,ST,"INTERIOR REPLACE DRYWALL AS NEEDED, REPAIR, PATCH PLASTER. ALL WORK SAME AS EXISTING.",85,50,0,135,0,0,0,0,0,0,0,0,135,0,0,0,1138137.901,1903762.519,41.8920575,-87.76813443,268
401,128449,1687227,100117135,PERMIT - PORCH CONSTRUCTION,STANDARD PLAN REVIEW,6/7/2006 0:00,00:00.0,6/7/2006 0:00,00:00.0,0,1624,N,HONORE,ST,REPAIR EXISTING REAR OPEN WOOD PORCH - SAME SIZE AND LOCATION - AS PER PLANS,112.5,50,0,162.5,0,0,0,0,0,0,0,0,162.5,0,0,0,1163722.133,1910960.881,41.91130945,-87.67397115,324
402,128537,1687397,100117249,PERMIT - NEW CONSTRUCTION,SELF CERT,6/9/2006 0:00,00:00.0,7/13/2006 0:00,00:00.0,34,1412,S,EMERALD,AVE,ERECT 2-STORY SFR W/ BASEMENT; 4A CONSTRUCTION; AND 3 CAR DETACHED GARAGE AS PER PLANS - Prototype 1450 S Emerald Ave - CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION,1729.65,150,0,1879.65,0,0,0,0,0,0,0,0,1879.65,0,0,0,1171534.237,1893480.8,41.8631746,-87.64578676,153
403,128604,1687540,100117341,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,6/8/2006 0:00,00:00.0,6/8/2006 0:00,00:00.0,0,1814,W,NORTH,AVE,INSTALL ONE HYDRAULIC PASSENGER ELEVATOR AS PER PLANS,165,0,0,165,0,0,0,0,0,0,0,0,165,0,0,0,1163924.76,1910725.952,41.91066051,-87.67323341,324
404,129127,1688692,100118096,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,6/12/2006 0:00,00:00.0,8/31/2006 0:00,00:00.0,80,916,S,OAKLEY,BLVD,INSTALLATION OF LOW VOLTAGE SECURITY SYSTEM JOB #573-49184-01  ADINA WOLF,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,1161155.833,1895788.407,41.86972865,-87.6838208,260/275
405,129375,1689273,100118419,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,6/15/2006 0:00,00:00.0,9/29/2006 0:00,00:00.0,106,1615,N,WOLCOTT,AVE,ERECT NEW 4 STORY MASONRY RESIDENTIAL/COMMERCIAL BLDG W/ATTACHED RESIDENTIAL GARAGE - AS PER PLANS,3732.31,850,1253,5835.31,0,0,0,0,0,0,0,0,5835.31,0,0,0,1163473.287,1910850.862,41.9110128,-87.67488843,324
406,129392,1689310,100118442,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,6/15/2006 0:00,00:00.0,8/14/2006 0:00,00:00.0,60,1617,N,WOLCOTT,AVE,ERECT NEW 4-STORY MSRY RESIDENTIAL/COMMERCIAL BLDG W/ATTACHED RESIDENTIAL GARAGE PER PLANS,3658.5,100,1253,5011.5,0,0,0,0,0,0,0,0,5011.5,0,0,0,1163472.758,1910871.464,41.91106934,-87.67488979,324
407,129401,1689335,100118457,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,6/15/2006 0:00,00:00.0,10/6/2006 0:00,00:00.0,113,1621,N,WOLCOTT,AVE,Erect New 4 story masonry residential and commercial building w/ attached residential garage as per plans,3519.31,825,1253,5597.31,0,0,0,0,0,0,0,0,5597.31,0,0,0,1163471.698,1910912.667,41.91118243,-87.67489253,324
408,129420,1689378,100118490,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,6/14/2006 0:00,00:00.0,6/14/2006 0:00,00:00.0,0,1804,N,LINDER,AVE,INSTALL INSTALL 200AMP 4 METER 3 FLAT AND PUBLIC ONLY....,50,0,0,50,0,0,0,0,0,0,0,0,50,0,0,0,1139406.951,1911491.936,41.91324491,-87.76328506,16
409,129705,1690114,100118883,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,6/16/2006 0:00,00:00.0,7/17/2006 0:00,00:00.0,31,1219,S,ASHLAND,AVE,Installation of a low voltage burglar alarm system.,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,1165955.989,1894581.591,41.86631603,-87.66623252,55
410,130928,1693252,100120735,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,6/27/2006 0:00,00:00.0,6/27/2006 0:00,00:00.0,0,5825,W,ERIE,ST,REPLACE EXISTING ROOF SHINGLES,124,50,0,174,0,0,0,0,0,0,0,0,174,0,0,0,1137338.231,1903667.856,41.89181215,-87.7710736,268
411,130952,1693306,100120767,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,6/27/2006 0:00,00:00.0,9/14/2006 0:00,00:00.0,79,807,W,14TH,PL,installation of a low voltage burglar alarm.,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,1171152.25,1893133.592,41.86223022,-87.64719917,153
412,131067,1693513,100120898,PERMIT - PORCH CONSTRUCTION,STANDARD PLAN REVIEW,6/29/2006 0:00,00:00.0,7/18/2006 0:00,00:00.0,19,1705,N,LINDER,AVE,Rear porch replacement - same as existing per plans,193.75,50,0,243.75,0,0,0,0,0,0,0,0,243.75,0,0,0,1139509.875,1910836.475,41.91144437,-87.76292295,16
413,132204,1695956,100122624,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/7/2006 0:00,00:00.0,7/7/2006 0:00,00:00.0,0,3342,W,POLK,ST,REVISION TO PERMIT 100112627 WHICH DID NOT CHANGE COST. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,85,50,0,135,0,0,0,0,0,0,0,0,135,0,0,0,1154030.21,1896206.87,41.87102193,-87.70996996,244
414,132339,1696192,100122801,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,7/7/2006 0:00,00:00.0,7/10/2006 0:00,00:00.0,3,3500,W,EVERGREEN,AVE,REPLACE SIDING ON EXISTING ENCLOSED PORCH WITH NEW VINYL SIDING.  REPLACE WINDOWS SAME SIZE AND LOCATION.  SCRAPE AND PAINT INTERIOR OF ENCLOSED PORCH.,85,50,0,135,0,0,0,0,0,0,0,0,135,0,0,0,1152751.332,1908798.985,41.90560136,-87.71433172,306
415,132985,1697659,100123763,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,7/12/2006 0:00,00:00.0,7/12/2006 0:00,00:00.0,0,3259,W,FLOURNOY,ST,INSTALL ONE VERTICAL WHEELCHAIR LIFT,50,0,0,50,0,0,0,0,85,0,0,85,135,0,0,0,1154509.286,1896802.043,41.87264559,-87.70819517,244
416,133407,1698633,100124362,PERMIT - NEW CONSTRUCTION,SELF CERT,8/29/2006 0:00,00:00.0,9/12/2006 0:00,00:00.0,14,808,W,14TH,PL,Errect new 3 story masonry 12 unit building in PD#549 as per plans.,5953.5,75,0,6028.5,0,0,0,0,0,0,0,0,6028.5,0,0,0,1171114.207,1893212.538,41.86244769,-87.64733651,153
417,133421,1698681,100124379,PERMIT - NEW CONSTRUCTION,SELF CERT,8/1/2006 0:00,00:00.0,8/1/2006 0:00,00:00.0,0,2412,W,VAN BUREN,ST,"Detail change to front wall at no additional cost per plans.                                                                             -CONDITIONAL PERMIT, SUBJECT TO FIELD VERIFICATION",100.35,75,0,175.35,0,0,0,0,0,0,0,0,175.35,0,0,0,1160326.711,1898133.92,41.87618214,-87.68679989,128
418,133543,1698969,100124581,PERMIT - SIGNS,SIGN PERMIT,7/17/2006 0:00,00:00.0,7/25/2006 0:00,00:00.0,8,3220,W,26TH,ST,2nd sign on pole NE corner of property   387786,53,0,0,53,0,0,0,0,0,0,0,0,53,0,0,0,1155177.627,1886591.663,41.84461379,-87.70601527,157
419,133550,1698981,100124592,PERMIT - SIGNS,SIGN PERMIT,7/17/2006 0:00,00:00.0,7/25/2006 0:00,00:00.0,8,3220,W,26TH,ST,front of store    387787,61,0,0,61,0,0,0,0,0,0,0,0,61,0,0,0,1155177.627,1886591.663,41.84461379,-87.70601527,157
420,133553,1698989,100124598,PERMIT - SIGNS,SIGN PERMIT,7/17/2006 0:00,00:00.0,7/25/2006 0:00,00:00.0,8,3220,W,26TH,ST,NE corner of property replace sign head    387788,186,0,0,186,0,0,0,0,0,0,0,0,186,0,0,0,1155177.627,1886591.663,41.84461379,-87.70601527,157
421,133562,1699003,100124610,PERMIT - SIGNS,SIGN PERMIT,7/17/2006 0:00,00:00.0,7/25/2006 0:00,00:00.0,8,3220,W,26TH,ST,2nd sign on pole ne corner property   387789,53,0,0,53,0,0,0,0,0,0,0,0,53,0,0,0,1155177.627,1886591.663,41.84461379,-87.70601527,157
422,133724,1699437,100124885,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,7/18/2006 0:00,00:00.0,7/18/2006 0:00,00:00.0,0,1849,W,NORTH,AVE,"GRIND, TUCKPOINT, INSTALL FLASHING, SEALER APPLICATION. ALL WORK SAME AS EXISTING.",121.25,75,0,196.25,0,0,0,0,0,0,0,0,196.25,0,0,0,1163571.781,1910636.1,41.9104214,-87.67453266,324
423,133757,1699510,100124930,PERMIT - SCAFFOLDING,EASY PERMIT,7/18/2006 0:00,00:00.0,7/18/2006 0:00,00:00.0,0,1849,W,NORTH,AVE,ERECT 1 SUSPENDED SAFEWAY SCAFFOLD,50,0,0,50,0,0,0,0,0,0,0,0,50,0,0,0,1163571.781,1910636.1,41.9104214,-87.67453266,324
424,134639,1701462,100126167,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/21/2006 0:00,00:00.0,8/9/2006 0:00,00:00.0,19,1637,N,WINCHESTER,AVE,"NEW ROOF DECK, NEW STAIR PENTHOUSE, AND NEW SPIRAL STAIR AS PER PLANSNO ELECTRICAL WORK WITH THIS PERMIT",85,75,160,320,0,0,0,0,0,0,0,0,320,0,0,0,1163134.617,1911068.117,41.91161609,-87.67612647,324
425,135234,1703196,100127105,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,7/26/2006 0:00,00:00.0,7/26/2006 0:00,00:00.0,0,1455,S,HALSTED,ST,TELEPHONE WIRING AND CABLE TV WIRING,0,0,0,0,80,0,0,80,0,0,0,0,80,0,0,0,1171310.073,1893057.203,41.86201714,-87.64662208,153
426,135236,1703199,100127107,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,7/26/2006 0:00,00:00.0,7/26/2006 0:00,00:00.0,0,1461,S,HALSTED,ST,TELEPHONE WIRING AND CABLE TV WIRING,0,0,0,0,80,0,0,80,0,0,0,0,80,0,0,0,1171312.291,1892991.061,41.86183559,-87.64661587,153
427,135237,1703200,100127108,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,7/26/2006 0:00,00:00.0,7/26/2006 0:00,00:00.0,0,1509,S,HALSTED,ST,TELEPHONE WIRING AND CABLE TV WIRING,0,0,0,0,80,0,0,80,0,0,0,0,80,0,0,0,1171316.293,1892862.833,41.86148364,-87.64660495,153
428,135250,1703232,100127126,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,7/26/2006 0:00,00:00.0,7/27/2006 0:00,00:00.0,1,1749,N,LINDER,AVE,"ERECT FRAME GARAGE 20ftX22ftX15ft MAX HT, ALLEY DRIVE 2 SQ FT ROOF VENTS.",194,75,0,269,0,0,0,0,0,0,0,0,269,0,0,0,1139494.012,1911290.455,41.91269044,-87.76297014,16
429,135728,1704472,100127939,PERMIT - SIGNS,SIGN PERMIT,7/30/2006 0:00,00:00.0,2/16/2007 0:00,00:00.0,201,1220,S,ASHLAND,AVE,ON FRONT FACADE,50,0,0,50,0,0,0,0,0,0,0,0,50,0,0,0,1165876.732,1894558.435,41.86625418,-87.66652414,55
430,135756,1704535,100127995,PERMIT - SIGNS,SIGN PERMIT,7/31/2006 0:00,00:00.0,9/14/2006 0:00,00:00.0,45,3225,W,26TH,ST,IN FRONT OF BUILDING...388466,60,0,0,60,0,0,0,0,0,0,0,0,60,0,0,0,1155204.527,1886512.336,41.84439557,-87.70591868,157
431,135942,1705033,100128271,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,12/12/2006 0:00,00:00.0,12/12/2006 0:00,00:00.0,0,3427,W,HIRSCH,ST,ERECT 3RD STORY FRAME ADDITION TO AN EXISTING TWO STORY MASONRY SINGLE FAMILY RESIDENCE WITH SOME INTERI0R ALTERATIONS TO THE EXISTING AND REPLACEMENT OF ONE STORY OPEN FRAME REAR DECK PER PLANS,909,75,0,984,0,0,0,0,0,0,0,0,984,0,0,0,1153139.235,1909055.323,41.90629709,-87.7129,306
432,136163,1705761,100128670,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,8/2/2006 0:00,00:00.0,8/2/2006 0:00,00:00.0,0,749,S,OAKLEY,BLVD,"REMOVE / REPLACE EXISTING ROOF COVERING, REMOVE / REPLACE TWO EXISTING DOORS, REMOVE / REPLACE SIX EXISTING EXHAUST FANS AND ONE OUTSIDE AIR INTAKE HOOD TO ACCOMADATE NEW ROOF COVERING. ALL WORK SAME AS EXISTING. NO STRUCTUAL WORK INVOLVED.",0,0,0,0,0,0,0,0,8875,75,0,8950,8950,0,0,0,1161216.391,1896475.332,41.87161238,-87.68357939,260/275
433,136661,1707246,100129470,PERMIT - WRECKING/DEMOLITION,DEMOLITION PERMIT,8/29/2006 0:00,00:00.0,8/29/2006 0:00,00:00.0,0,1410,W,SUPERIOR,ST,WRECK AND REMOVE A 2 STORY BRICK BUILDING WITH FRAME GARAGE,110,0,0,110,0,0,0,0,0,0,0,0,110,0,0,0,1166788.924,1905162.893,41.89533414,-87.66287129,292
434,136736,1707442,100129572,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,8/7/2006 0:00,00:00.0,8/7/2006 0:00,00:00.0,0,1307,S,ASHLAND,AVE,ELECTRICAL UPGRADE TO 100 AMP SERVICE,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,1165971.767,1894046.927,41.86484853,-87.66618985,55
435,136830,1707650,100129681,PERMIT - NEW CONSTRUCTION,SELF CERT,8/9/2006 0:00,00:00.0,8/23/2006 0:00,00:00.0,14,1400,S,EMERALD,AVE,ERECT 2 STRY W/ BASEMENT; 4A CONSTRUCTION; SFR W/ 3 CAR DETACHED GARAGE AS PER PLANS (CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION),1790.55,150,0,1940.55,0,0,0,0,0,0,1253,1253,3193.55,0,0,0,1171530.241,1893607.795,41.86352317,-87.64579769,153
436,136832,1707652,100129683,PERMIT - NEW CONSTRUCTION,SELF CERT,8/9/2006 0:00,00:00.0,8/23/2006 0:00,00:00.0,14,1402,S,EMERALD,AVE,ERECT 2 STRY W/ BASEMENT; 4A CONSTRUCTION; SFR W/ 3 CAR DETACHED GARAGE AS PER PLANS (CONDITIONAL PERMIT SUBJECT FIELD INSPECTION),1790.55,150,0,1940.55,0,0,0,0,0,0,1253,1253,3193.55,0,0,0,1171530.883,1893586.638,41.8634651,-87.64579596,153
437,136834,1707655,100129686,PERMIT - NEW CONSTRUCTION,SELF CERT,8/9/2006 0:00,00:00.0,8/23/2006 0:00,00:00.0,14,1406,S,EMERALD,AVE,ERECT 2 STRY W/ BASEMENT; 4A CONSTRUCTION; SFR W/ 3 CAR DETACHED GARAGE AS PER PLANS (CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION),1790.55,150,0,1940.55,0,0,0,0,0,0,1253,1253,3193.55,0,0,0,1171532.22,1893544.268,41.8633488,-87.6457923,153
